participant,session,date,expName,psychopyVersion,frameRate,RecalledWord,RT,Prime,PrimeCon,PrimeDuration,OutputPosition,Block
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,CLEAR,7998.14,firstword,firstword,,1,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,HAPPY,4216.61,SQUARE,Unrelated,70.78499999,2,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,SHIP,1749.6,NONE,Identical,67.14499998,3,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,SOUR,831.125,MOST,Unrelated,67.34000007,4,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,JACKET,1067,LOOK,Unrelated,67.07999995,5,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,DRESS,1132.905,GAME,Identical,65.58000005,6,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,PILE,1400.79,BELL,Identical,67.15000002,7,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,COLLECT,1717,SING,Identical,65.56000002,8,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,LOVE,924.83,TAKE,Identical,67.07500003,9,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,SOUR,1334.675,BUTTER,Unrelated,66.25000003,10,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.71,DISCUSS,Related,65.175,11,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,SOIL,5733.09,BOARD,Identical,65.955,12,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7995.765,NAVY,Unrelated,65.62000001,13,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7990.125,HUNGER,Unrelated,65.85000001,14,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.245,SOAP,Unrelated,65.16999996,15,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.615,SPIDER,Unrelated,64.57499997,16,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.2,CHOOSE,Identical,64.78000002,17,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7998.12,SLOW,Unrelated,67.71500001,18,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8001.455,VERB,Unrelated,65.03500009,19,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8001.77,GAIN,Related,66.59000006,20,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8001.755,BORROW,Unrelated,66.49000011,21,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7999.465,YEAR,Identical,66.28500007,22,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.055,WINTER,Unrelated,65.70499996,23,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.015,BALLET,Unrelated,65.03000006,24,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7998.78,DESERT,Identical,66.86999998,25,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7999.17,MIGHT,Related,64.86499996,26,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.43,NEWS,Unrelated,62.25999992,27,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7999.86,INHALE,Unrelated,66.87999994,28,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7999.98,CHURCH,Identical,68.7099999,29,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7999.63,GOURMET,Related,66.99000008,30,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.015,WAITER,Unrelated,65.19500003,31,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.945,PROBLEM,Identical,64.34499996,32,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.595,PERFUME,Related,65.03000006,33,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60, ,7999.605,THREAD,Unrelated,67.46000005,34,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7998.45,READ,Unrelated,65.12000004,35,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.245,TREE,Identical,66.28500007,36,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7999.69,SICK,Identical,67.97500001,37,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7999.13,ARGUE,Unrelated,67.17000005,38,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8002.22,STORE,Identical,64.86500008,39,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8001.455,HAIR,Identical,66.77000003,40,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,7998.99,ERUPT,Related,65.08999993,41,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8001.905,WAND,Related,67.90999998,42,1
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,COLLECT,4850.02,firstword,firstword,,1,2
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,HATE,1516.47,ANNOY,Identical,65.80999994,2,2
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,DEATH,1433.47,DEEP,Related,67.07499991,3,2
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,DISAGREE,2516.99,TEETH,Unrelated,66.16500008,4,2
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,PIECE,1966.24,CIRCUS,Related,65.07500005,5,2
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,SHIP,7053.21,SPOON,Unrelated,64.92000003,6,2
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,CLOWN,1318.46,TIGER,Unrelated,52.03999998,7,2
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,EXCUSE,6668.19,EXCUSE,Identical,66.74499996,8,2
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8000.025,GRASS,Unrelated,67.53500004,9,2
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,NECK,7083.46,GIRLS,Unrelated,68.16999998,10,2
PC,1,2020-11-10_17h00.30.761,M2.2ConstantTotalFinal,2020.1.3,60,XXXXX,8002.43,IMMORAL,Related,52.715,11,2
