participant,session,date,expName,psychopyVersion,frameRate,RecalledWord,RT,Prime,PrimeCon,PrimeDuration,OutputPosition,Block
OA,1,2021-03-29_16h59.12.589,L1.4ConstantTotalFinal,2020.1.3,60,LAWYER,1831.435,firstword,firstword,,1,1
OA,1,2021-03-29_16h59.12.590,L1.4ConstantTotalFinal,2020.1.3,60,CHANGE,1698.01,PARROT,Related,114.455,2,1
OA,1,2021-03-29_16h59.12.591,L1.4ConstantTotalFinal,2020.1.3,60,SELLER,1515.84,BACON,Related,116.385,3,1
OA,1,2021-03-29_16h59.12.592,L1.4ConstantTotalFinal,2020.1.3,60,ORANGE,1882.39,ORANGE,Identical,116.755,4,1
OA,1,2021-03-29_16h59.12.593,L1.4ConstantTotalFinal,2020.1.3,60,YELLOW,1749.29,WIDTH,Related,117.11,5,1
OA,1,2021-03-29_16h59.12.594,L1.4ConstantTotalFinal,2020.1.3,60,TWELVE,2132.05,IMAGINE,Related,117.28,6,1
OA,1,2021-03-29_16h59.12.595,L1.4ConstantTotalFinal,2020.1.3,60,NUMBER,2098.98,GROSS,Identical,117.165,7,1
OA,1,2021-03-29_16h59.12.596,L1.4ConstantTotalFinal,2020.1.3,60,GROSS,2387.31,MOVE,Unrelated,116.3,8,1
OA,1,2021-03-29_16h59.12.597,L1.4ConstantTotalFinal,2020.1.3,60,FISH,1532.77,DAGGER,Identical,116.65,9,1
OA,1,2021-03-29_16h59.12.598,L1.4ConstantTotalFinal,2020.1.3,60,CLAM,1599.105,ARMS,Unrelated,116.42,10,1
OA,1,2021-03-29_16h59.12.599,L1.4ConstantTotalFinal,2020.1.3,60,HORN,1937.115,NIECE,Related,117.03,11,1
OA,1,2021-03-29_16h59.12.600,L1.4ConstantTotalFinal,2020.1.3,60,BIRD,1732.375,BREAD,Unrelated,116.94,12,1
OA,1,2021-03-29_16h59.12.601,L1.4ConstantTotalFinal,2020.1.3,60,GUITAR,2416.375,CHAIR,Identical,117.09,13,1
OA,1,2021-03-29_16h59.12.602,L1.4ConstantTotalFinal,2020.1.3,60,PICKLE,2582.16,CELL,Unrelated,116.865,14,1
OA,1,2021-03-29_16h59.12.603,L1.4ConstantTotalFinal,2020.1.3,60,SHEETS,3481.93,STEAL,Unrelated,117.01,15,1
OA,1,2021-03-29_16h59.12.604,L1.4ConstantTotalFinal,2020.1.3,60,NUMBER,3732.03,FLOWER,Identical,116.745,16,1
OA,1,2021-03-29_16h59.12.605,L1.4ConstantTotalFinal,2020.1.3,60,EVENT,7615.84,SUBJECT,Unrelated,116.545,17,1
OA,1,2021-03-29_16h59.12.606,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,8001.045,HEAD,Unrelated,117.335,18,1
OA,1,2021-03-29_16h59.12.607,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,8002.56,SHIRT,Unrelated,115.695,19,1
OA,1,2021-03-29_16h59.12.608,L1.4ConstantTotalFinal,2020.1.3,60,DAGGER,1388.01,LIGHT,Unrelated,116.16,20,1
OA,1,2021-03-29_16h59.12.609,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,7999.125,LEFT,Related,116.525,21,1
OA,1,2021-03-29_16h59.12.610,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,7990.38,WORK,Identical,114.885,22,1
OA,1,2021-03-29_16h59.12.611,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,8006.245,STREAM,Identical,116.095,23,1
OA,1,2021-03-29_16h59.12.612,L1.4ConstantTotalFinal,2020.1.3,60,SMOOTH,1814.535,SMOOTH,Identical,115.4,24,1
OA,1,2021-03-29_16h59.12.613,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,8001.24,WEST,Identical,115.73,25,1
OA,1,2021-03-29_16h59.12.614,L1.4ConstantTotalFinal,2020.1.3,60,NEPHEW,2465.42,HYMN,Related,115.68,26,1
OA,1,2021-03-29_16h59.12.615,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,8001.605,SKIN,Unrelated,116.8,27,1
OA,1,2021-03-29_16h59.12.616,L1.4ConstantTotalFinal,2020.1.3,60,CRACKER,5181.04,CRACKER,Identical,116.59,28,1
OA,1,2021-03-29_16h59.12.617,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,8002.01,DIME,Related,116.645,29,1
OA,1,2021-03-29_16h59.12.618,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,8002.985,STRESS,Unrelated,115.755,30,1
OA,1,2021-03-29_16h59.12.619,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,8001.18,REPEAT,Unrelated,116.155,31,1
OA,1,2021-03-29_16h59.12.620,L1.4ConstantTotalFinal,2020.1.3,60,SONG,1648.71,JAIL,Identical,115.56,32,1
OA,1,2021-03-29_16h59.12.621,L1.4ConstantTotalFinal,2020.1.3,60,JAIL,1548.245,MONEY,Identical,116.935,33,1
OA,1,2021-03-29_16h59.12.622,L1.4ConstantTotalFinal,2020.1.3,60,STAIRS,1999.3,STEPS,Related,117.2,34,1
OA,1,2021-03-29_16h59.12.623,L1.4ConstantTotalFinal,2020.1.3,60,MONEY,1598.485,STING,Unrelated,116.735,35,1
OA,1,2021-03-29_16h59.12.624,L1.4ConstantTotalFinal,2020.1.3,60,TABLE,1532.65,BRAIN,Unrelated,116.205,36,1
OA,1,2021-03-29_16h59.12.625,L1.4ConstantTotalFinal,2020.1.3,60,XXXXX,8000.33,TOUCH,Unrelated,128.1,37,1
