"DelayedWord","DelayedRT","Studied","StudyPosition","Block","ReportedPrimeFromDay1","Day1OutputPosition","Day1PrimeCondition","Day1Prime","Day1PrimeFor","RelatedPrimePresentedonDay1"
"DOOR",6249.835,"Studied",3,4,NA,"4","Identical","DUSK",NA,NA
"WEIGHT",7367.38,"Studied",19,3,NA,NA,NA,NA,NA,"SCALE"
"GEEK",4666.255,"Studied",4,4,NA,"1","firstword","firstword",NA,NA
"SMOKE",2650.71,"Studied",2,4,NA,"3","Related","TEACH","LEARN",NA
"MORE",5017.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LESS",1348.915,"Studied",33,1,NA,"7","Related","COBWEB","SPIDER",NA
"FUNERAL",5417.165,NA,NA,NA,NA,"21","Unrelated","SILVER",NA,NA
"TOMB",3083.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GATE",3050.25,NA,NA,NA,"Related",NA,NA,NA,NA,NA
"PURPLE",5784.045,"Studied",22,1,NA,"5","Related","SERVER","WAITER",NA
"YELLOW",3466.585,"Studied",13,3,"Identical","23","Identical","YELLOW",NA,NA
"FLOWER",6417.04,"Studied",9,3,"Identical","26","Identical","FLOWER",NA,NA
"HOUR",4450.08,NA,NA,NA,"Related","39","Related","HOUR","MINUTE",NA
"SMILE",4533.25,"Studied",1,4,NA,"2","Identical","TRASH",NA,NA
"FROWN",3216.455,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRAVE",3166.96,NA,NA,NA,"Unrelated",NA,NA,NA,NA,NA
"BRAIN",2599.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOTHER",1900.335,"Studied",42,1,"Identical","37,29","Identical","MOTHER",NA,NA
"POWER",7134.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEIGHT",1330.75,"Studied",19,3,NA,NA,NA,NA,NA,"SCALE"
"HEIGHT",5918.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRAIN",5767.335,"Studied",8,4,NA,"6","Unrelated","LETTER",NA,NA
"PAIN",5949,"Studied",37,1,"Identical",NA,NA,NA,NA,NA
"LOUD",1882.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANE",2307.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANE",3983.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAME",5033.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAIN",2465.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEVEL",1900.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIGHT",1099.335,"Studied",15,3,NA,NA,NA,NA,NA,NA
"STATE",4100.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GATE",2215.625,NA,NA,NA,"Related",NA,NA,NA,NA,NA
"PAINT",4350.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FACE",3599.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BUS",5782.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRAIN",5432.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLAME",5427.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POWER",6400.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOWL",3715.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAN",3216.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MESSAGE",1914.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
